1546307404 0 0 0 0 1 0
1546307843 0 0 0 0 2 0
1546324671 0 0 0 0 3 0
1546393097 0 0 0 0 3 1
1546488250 0 0 0 0 4 1
1551850083 1 0 0 0 4 1
1553651252 2 0 0 0 4 1
1553659252 3 0 0 0 4 1
1553740654 4 0 0 0 4 1
1553745228 5 0 0 0 4 1
1560182213 6 0 0 0 4 1
1560225636 7 0 0 0 4 1
1560830067 8 0 0 0 4 1
1560916078 9 0 0 0 4 1
1560917597 10 0 0 0 4 1
1560963542 11 0 0 0 4 1
1561000405 12 0 0 0 4 1
1563244360 13 0 0 0 4 1
1563728673 14 0 0 0 4 1
1563737937 15 0 0 0 4 1
1564718564 16 0 0 0 4 1
1566068049 17 0 0 0 4 1
1566068677 18 0 0 0 4 1
1566068850 19 0 0 0 4 1
1566068934 20 0 0 0 4 1
1566069038 21 0 0 0 4 1
1566069562 22 0 0 0 4 1
1566069692 23 0 0 0 4 1
1566069954 24 0 0 0 4 1
1566076240 25 0 0 0 4 1
1566076323 26 0 0 0 4 1
1567378869 26 0 0 1 4 1
1567389206 26 0 0 2 4 1
1567454767 26 0 0 3 4 1
1567455268 26 0 0 4 4 1
1567480055 26 0 0 4 4 2
1568858337 27 0 0 4 4 2
1579532372 27 0 1 4 4 2
1579548717 27 0 2 4 4 2
1584574222 27 0 3 4 4 2
1584621305 27 0 4 4 4 2
1585011160 27 0 5 4 4 2
1585107378 27 0 6 4 4 2
1586134906 27 0 7 4 4 2
1586573519 27 0 8 4 4 2
1586913701 27 0 9 4 4 2
1587602286 27 0 10 4 4 2
1587602558 27 0 11 4 4 2
1597448223 27 0 12 4 4 2
1597448716 27 0 13 4 4 2
1597457279 27 0 14 4 4 2
1597597303 27 0 15 4 4 2
1597599500 27 0 16 4 4 2
1597717431 27 0 17 4 4 2
1598230003 27 0 18 4 4 2
1598232313 27 0 19 4 4 2
1598286644 27 0 20 4 4 2
1598289852 27 0 21 4 4 2
1598397687 27 0 22 4 4 2
1598409859 27 0 23 4 4 2
1598456012 27 0 24 4 4 2
1599412100 27 0 25 4 4 2
1599433367 27 0 26 4 4 2
1599441446 27 0 27 4 4 2
1599500549 27 0 28 4 4 2
1600299031 28 0 28 4 4 2
1601158379 28 1 28 4 4 2
1601158435 28 2 28 4 4 2
1602023538 28 3 28 4 4 2
1602449637 28 4 28 4 4 2
1602460550 28 5 28 4 4 2
1602955598 28 6 28 4 4 2
1606958558 28 7 28 4 4 2
1607009444 28 8 28 4 4 2
1611532347 28 9 28 4 4 2
1611532437 28 10 28 4 4 2
1611532495 28 11 28 4 4 2
1611533582 28 12 28 4 4 2
1611586792 28 13 28 4 4 2
1611626422 28 14 28 4 4 2
1611672676 28 15 28 4 4 2
1612145257 28 16 28 4 4 2
1612204216 28 17 28 4 4 2
1612204485 28 18 28 4 4 2
1612205479 28 19 28 4 4 2
1612205795 28 20 28 4 4 2
1612206102 28 21 28 4 4 2
1612206480 28 22 28 4 4 2
1612225918 28 23 28 4 4 2
1612540403 28 24 28 4 4 2
1612540634 29 24 28 4 4 2
1612541054 29 25 28 4 4 2
1612541129 29 26 28 4 4 2
1612541712 29 27 28 4 4 2
1612550648 29 28 28 4 4 2
1612557919 29 29 28 4 4 2
1612743309 29 30 28 4 4 2
1613237105 29 31 28 4 4 2
1614790016 29 32 28 4 4 2
1618274121 29 33 28 4 4 2
1618275174 29 34 28 4 4 2
1649719597 29 35 28 4 4 2
